Typ gracza,Pieniądze na wstępie,Lekkomyślność,Rozrzutność,Minimalna oczekiwana ręka,Wynik_pieniężny_gra_1,Wynik_pieniężny_gra_2,Wynik_pieniężny_gra_3,Wynik_pieniężny_gra_4,Wynik_pieniężny_gra_5,Wynik_pieniężny_gra_6,Wynik_pieniężny_gra_7,Wynik_pieniężny_gra_8,Wynik_pieniężny_gra_9,Wynik_pieniężny_gra_10
AveragePlayer,5000,0.5,0.1,Two pair,2960,367,317,267,217,167,117,67,42,42
AveragePlayer,5000,0.5,0.1,Three-of-a-Kind,3366,2062,1650,1568,1255,1205,1155,1105,1050,1000
AveragePlayer,5000,0.5,0.1,Three-of-a-Kind,1975,1829,1464,1391,1341,1291,1241,1179,1121,1065
AveragePlayer,5000,0.5,0.1,Three-of-a-Kind,3416,2050,1600,1127,1071,970,920,870,820,750
AveragePlayer,5000,0.5,0.1,Straight,2975,2333,642,592,542,434,384,334,284,234
AveragePlayer,5000,0.5,0.1,Straight,3460,1996,1897,603,526,456,406,336,286,236
AveragePlayer,5000,0.5,0.1,Straight,3500,1400,1330,1280,1216,145,95,45,45,45
AveragePlayer,5000,0.5,0.1,Flush,3378,2703,2521,1977,751,690,640,590,472,422
AveragePlayer,5000,0.5,0.1,Flush,4225,4175,225,175,125,75,25,25,25,25
AveragePlayer,5000,0.5,0.1,Flush,2624,2493,2369,2251,1781,1692,1642,824,774,724
AveragePlayer,5000,0.5,0.1,Full house,4000,1114,1059,1007,957,862,812,762,712,662
AveragePlayer,5000,0.5,0.1,Full house,4950,4408,1090,1040,990,893,843,778,728,678
AveragePlayer,5000,0.5,0.1,Full house,4727,3703,2943,1767,224,174,124,124,74,74
AveragePlayer,5000,0.5,0.1,Four-of-a-Kind,1950,1853,1761,1711,1661,1555,1478,1428,1378,1328
AveragePlayer,5000,0.5,0.1,Four-of-a-Kind,3500,3325,3159,3109,3059,3009,2859,2717,2667,2534
AveragePlayer,5000,0.5,0.1,Four-of-a-Kind,2000,1900,1850,1800,1710,1660,1577,1527,1477,1427
AveragePlayer,5000,0.5,0.1,Straight flush,2750,2613,2435,2314,2264,2104,1999,1900,1805,1715
AveragePlayer,5000,0.5,0.1,Straight flush,4230,2895,944,894,844,794,744,694,644,355
AveragePlayer,5000,0.5,0.1,Straight flush,10612,9964,8470,5498,5224,4963,4913,4863,270,220
AveragePlayer,5000,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,One pair,1190,874,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Two pair,1190,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Two pair,2500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Two pair,1250,938,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Straight,2410,1808,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Straight,3732,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Straight,2420,1815,1304,978,715,665,499,0,0,0
AveragePlayer,5000,0.5,0.5,Flush,3750,2813,1367,1317,1267,951,0,0,0,0
AveragePlayer,5000,0.5,0.5,Flush,3685,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Flush,4950,3485,2261,1659,1609,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Full house,1955,1429,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Full house,4950,3713,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.5,Four-of-a-Kind,4250,1588,1191,1141,1091,1041,991,744,694,521
AveragePlayer,5000,0.5,0.5,Four-of-a-Kind,4250,3573,3523,3473,3423,2568,2518,2468,1851,1801
AveragePlayer,5000,0.5,0.5,Four-of-a-Kind,4950,2576,1932,1882,1412,1362,1312,1262,928,878
AveragePlayer,5000,0.5,0.5,Straight flush,1190,893,670,620,465,349,262,212,162,112
AveragePlayer,5000,0.5,0.5,Straight flush,4179,2831,2124,2074,1672,1254,903,853,640,480
AveragePlayer,5000,0.5,0.5,Straight flush,2500,1875,1825,1775,1725,1257,1207,1017,967,726
AveragePlayer,5000,0.5,0.9,High card,435,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,High card,11113,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,High card,500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,One pair,446,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,One pair,500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,One pair,460,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Two pair,460,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Two pair,500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Two pair,474,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Three-of-a-Kind,475,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Flush,4950,440,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Flush,2723,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Full house,500,275,152,84,34,34,0,0,0,0
AveragePlayer,5000,0.5,0.9,Full house,3500,965,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.5,0.9,Four-of-a-Kind,4950,2695,271,136,86,36,36,36,36,0
AveragePlayer,5000,0.5,0.9,Four-of-a-Kind,2730,1452,774,426,235,130,80,10,0,0
AveragePlayer,5000,0.5,0.9,Four-of-a-Kind,4950,3688,1981,1931,1881,1035,985,542,299,165
AveragePlayer,5000,0.5,0.9,Straight flush,2750,2700,1485,1435,762,712,662,365,315,174
AveragePlayer,5000,0.5,0.9,Straight flush,4950,3544,1950,1045,575,525,289,159,109,59
AveragePlayer,5000,0.5,0.9,Straight flush,446,246,196,146,96,46,46,46,21,0
AveragePlayer,5000,0.9,0.1,High card,10237,22714,27341,27416,27491,27566,27591,27666,34726,34801
AveragePlayer,5000,0.9,0.1,High card,14025,33735,33810,33885,33960,33985,34060,34135,34210,34235
AveragePlayer,5000,0.9,0.1,High card,1820,1416,1346,1279,1216,1166,1108,1029,978,250
AveragePlayer,5000,0.9,0.1,One pair,15500,28085,28110,28185,28260,28335,28410,28435,28510,28585
AveragePlayer,5000,0.9,0.1,One pair,15450,27860,27935,28010,28085,28160,28235,28310,28335,28410
AveragePlayer,5000,0.9,0.1,One pair,15075,24220,24295,24370,24395,24470,24495,30930,31005,31080
AveragePlayer,5000,0.9,0.1,Two pair,1940,1843,1475,1425,1354,1287,1237,1176,1094,1040
AveragePlayer,5000,0.9,0.1,Two pair,2975,1130,1074,1021,971,901,831,761,676,606
AveragePlayer,5000,0.9,0.1,Two pair,16320,26187,26262,34190,34265,34340,34390,34440,34465,34540
AveragePlayer,5000,0.9,0.1,Three-of-a-Kind,16100,25945,26020,26095,26170,26245,26320,26345,26420,23688
AveragePlayer,5000,0.9,0.1,Three-of-a-Kind,1940,1532,1226,1165,1083,639,560,364,314,144
AveragePlayer,5000,0.9,0.1,Three-of-a-Kind,14007,30863,32481,32556,32631,32706,32781,32856,32931,33006
AveragePlayer,5000,0.9,0.1,Straight,2000,9700,1633,1307,1242,1192,1133,1077,1024,820
AveragePlayer,5000,0.9,0.1,Straight,18050,25320,25395,25470,25545,25620,28232,28282,28357,28432
AveragePlayer,5000,0.9,0.1,Straight,18075,21755,34051,34126,34201,34251,34326,34401,34451,34526
AveragePlayer,5000,0.9,0.1,Flush,12835,10912,18542,26058,26133,26158,26233,26308,33008,33083
AveragePlayer,5000,0.9,0.1,Flush,1880,1504,1204,1144,1087,847,643,469,399,309
AveragePlayer,5000,0.9,0.1,Flush,1940,1552,1242,1157,1100,1045,993,896,828,778
AveragePlayer,5000,0.9,0.1,Full house,2630,528,478,408,338,313,263,213,163,113
AveragePlayer,5000,0.9,0.1,Full house,2750,618,548,498,428,358,162,112,62,12
AveragePlayer,5000,0.9,0.1,Full house,14150,19881,19956,20031,20106,20181,18163,19645,23403,28071
AveragePlayer,5000,0.9,0.1,Four-of-a-Kind,2750,2613,2483,2359,2309,2170,2062,1936,1886,1745
AveragePlayer,5000,0.9,0.1,Four-of-a-Kind,4230,1757,1622,1494,1444,1394,1344,1294,1230,1180
AveragePlayer,5000,0.9,0.1,Four-of-a-Kind,14825,24272,32888,32938,34145,34220,34295,34370,34420,34495
AveragePlayer,5000,0.9,0.1,Straight flush,2690,2556,2429,2187,2078,1927,1525,1204,939,693
AveragePlayer,5000,0.9,0.1,Straight flush,2624,2493,2369,2064,1961,1149,805,755,705,655
AveragePlayer,5000,0.9,0.1,Straight flush,2750,2613,2563,1026,976,926,876,826,776,726
AveragePlayer,5000,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,One pair,2500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Three-of-a-Kind,2464,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Straight,22550,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Flush,1136,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Full house,17575,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.5,Four-of-a-Kind,16685,16710,16785,16860,20871,20896,20971,21046,0,0
AveragePlayer,5000,0.9,0.5,Four-of-a-Kind,1079,810,608,456,342,292,242,192,122,72
AveragePlayer,5000,0.9,0.5,Four-of-a-Kind,1079,772,542,388,273,223,173,123,73,48
AveragePlayer,5000,0.9,0.5,Straight flush,4188,2575,1913,1435,1077,735,404,303,120,70
AveragePlayer,5000,0.9,0.5,Straight flush,16325,20506,20581,20656,20731,20806,20881,24766,24841,24916
AveragePlayer,5000,0.9,0.5,Straight flush,1250,938,666,500,375,282,232,182,132,82
AveragePlayer,5000,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,High card,446,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Two pair,500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Flush,500,262,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Full house,500,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Full house,500,262,145,80,10,10,10,10,0,0
AveragePlayer,5000,0.9,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,5000,0.9,0.9,Four-of-a-Kind,2750,1513,833,459,253,126,70,20,0,0
AveragePlayer,5000,0.9,0.9,Four-of-a-Kind,500,275,152,102,52,2,2,0,0,0
AveragePlayer,5000,0.9,0.9,Four-of-a-Kind,500,262,145,95,45,45,45,45,45,45
AveragePlayer,5000,0.9,0.9,Straight flush,450,400,220,108,58,8,8,0,0,0
AveragePlayer,5000,0.9,0.9,Straight flush,500,275,225,124,74,74,24,24,24,24
AveragePlayer,5000,0.9,0.9,Straight flush,460,253,140,90,40,40,40,40,40,40
AveragePlayer,7500,0.1,0.1,High card,4125,3919,3724,3538,3338,3172,3014,2864,2721,2585
AveragePlayer,7500,0.1,0.1,High card,19295,16343,26340,18873,17930,32404,45489,47888,50354,50404
AveragePlayer,7500,0.1,0.1,High card,27360,23256,33764,40666,45351,50010,55150,55200,55275,55300
AveragePlayer,7500,0.1,0.1,One pair,3939,296,246,196,146,96,46,46,21,21
AveragePlayer,7500,0.1,0.1,One pair,22150,31273,26524,27887,11546,1431,1381,1331,1265,1215
AveragePlayer,7500,0.1,0.1,One pair,17914,15229,9278,3185,3026,2851,2281,2167,2059,1957
AveragePlayer,7500,0.1,0.1,Two pair,2950,2803,1203,1153,1103,1053,1003,953,903,853
AveragePlayer,7500,0.1,0.1,Two pair,2980,2808,2668,2511,2386,2267,2052,1902,1807,1446
AveragePlayer,7500,0.1,0.1,Two pair,22410,20145,30197,41492,37319,28444,34182,18270,8462,1719
AveragePlayer,7500,0.1,0.1,Three-of-a-Kind,6000,4166,1463,1413,1363,1313,1263,1213,1163,1113
AveragePlayer,7500,0.1,0.1,Three-of-a-Kind,5250,4165,1258,1196,1146,472,422,372,322,272
AveragePlayer,7500,0.1,0.1,Three-of-a-Kind,21579,20428,19407,17467,14518,8662,2526,2400,1920,1801
AveragePlayer,7500,0.1,0.1,Straight,6330,2627,2496,2372,2254,2142,2012,1912,1817,1727
AveragePlayer,7500,0.1,0.1,Straight,5980,3284,3073,2920,2774,2636,2461,2338,2198,2148
AveragePlayer,7500,0.1,0.1,Straight,5166,2097,1678,1595,1468,1418,1368,1133,1083,1033
AveragePlayer,7500,0.1,0.1,Flush,3000,1200,1150,1100,1050,1000,950,900,850,800
AveragePlayer,7500,0.1,0.1,Flush,7125,1887,1793,1743,1395,1345,1245,1195,1145,1095
AveragePlayer,7500,0.1,0.1,Flush,5975,5925,5875,5372,5322,5056,4804,3824,3633,3452
AveragePlayer,7500,0.1,0.1,Full house,5160,5110,5060,5010,4760,4522,4296,4246,2265,2152
AveragePlayer,7500,0.1,0.1,Full house,6375,6325,6275,6225,5914,5864,4692,4642,4387,4337
AveragePlayer,7500,0.1,0.1,Full house,5210,5160,5110,4855,4805,4565,4515,4290,4076,4026
AveragePlayer,7500,0.1,0.1,Four-of-a-Kind,7450,7078,7028,6978,6928,6878,6828,6778,6728,6678
AveragePlayer,7500,0.1,0.1,Four-of-a-Kind,6355,6305,6255,6205,5895,5601,5551,5501,5451,5401
AveragePlayer,7500,0.1,0.1,Four-of-a-Kind,7450,7400,7350,5880,5830,5780,5730,5680,5630,5580
AveragePlayer,7500,0.1,0.1,Straight flush,7450,7400,7350,6983,747,697,647,597,547,497
AveragePlayer,7500,0.1,0.1,Straight flush,7450,7400,7350,7300,811,761,711,661,611,561
AveragePlayer,7500,0.1,0.1,Straight flush,7450,7078,6725,685,635,585,535,485,435,385
AveragePlayer,7500,0.1,0.5,High card,7500,1821,55,5,5,5,5,0,0,0
AveragePlayer,7500,0.1,0.5,High card,1755,1298,795,597,448,318,239,189,139,69
AveragePlayer,7500,0.1,0.5,High card,31925,32000,32075,32150,32225,32275,32350,32425,32500,32525
AveragePlayer,7500,0.1,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,One pair,1755,1279,960,720,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,One pair,26300,26350,26425,26500,26575,26650,26700,26775,0,0
AveragePlayer,7500,0.1,0.5,Two pair,5625,2763,1333,1000,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Two pair,17077,34203,34228,34278,34328,34403,34478,34528,34603,34678
AveragePlayer,7500,0.1,0.5,Two pair,18990,9433,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Three-of-a-Kind,5625,2520,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Three-of-a-Kind,26350,26425,26500,26575,26650,26725,26800,26875,26925,26950
AveragePlayer,7500,0.1,0.5,Three-of-a-Kind,3725,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Straight,5600,1872,1404,1053,790,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Straight,5568,2404,1803,1353,1015,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Straight,3710,2763,2073,1555,1167,876,657,493,370,278
AveragePlayer,7500,0.1,0.5,Flush,7450,7400,5550,5500,4125,1068,801,601,414,311
AveragePlayer,7500,0.1,0.5,Flush,3750,2813,2110,1564,1514,1116,0,0,0,0
AveragePlayer,7500,0.1,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Full house,5625,4199,1366,1316,987,937,703,508,381,331
AveragePlayer,7500,0.1,0.5,Full house,7450,6476,4857,4807,3606,1206,1156,0,0,0
AveragePlayer,7500,0.1,0.5,Full house,3710,2783,2733,2683,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.5,Four-of-a-Kind,7450,7400,7350,3984,3934,2951,2901,2851,2801,2751
AveragePlayer,7500,0.1,0.5,Four-of-a-Kind,7450,7400,7350,5513,5463,5413,5363,5313,5263,5213
AveragePlayer,7500,0.1,0.5,Four-of-a-Kind,7450,3473,3114,3064,2298,1724,1614,1544,1233,1183
AveragePlayer,7500,0.1,0.5,Straight flush,7450,7400,7350,1618,1568,1518,1468,1418,1368,1318
AveragePlayer,7500,0.1,0.5,Straight flush,7450,4016,3966,3916,3866,3816,2862,2128,2078,2028
AveragePlayer,7500,0.1,0.5,Straight flush,7450,6412,6362,4345,4295,4245,4195,4145,4095,4045
AveragePlayer,7500,0.1,0.9,High card,750,413,200,110,60,10,10,10,10,10
AveragePlayer,7500,0.1,0.9,High card,710,391,216,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,High card,750,413,228,98,48,48,48,23,23,23
AveragePlayer,7500,0.1,0.9,One pair,750,385,212,162,112,42,42,0,0,0
AveragePlayer,7500,0.1,0.9,One pair,750,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,One pair,750,385,212,117,67,17,17,17,17,0
AveragePlayer,7500,0.1,0.9,Two pair,724,399,192,106,56,6,6,6,6,0
AveragePlayer,7500,0.1,0.9,Two pair,750,399,220,121,71,21,21,21,21,0
AveragePlayer,7500,0.1,0.9,Two pair,724,399,220,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,Three-of-a-Kind,724,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,Three-of-a-Kind,750,413,200,150,100,50,0,0,0,0
AveragePlayer,7500,0.1,0.9,Straight,4100,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,Straight,4100,2255,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,Straight,710,391,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.1,0.9,Flush,6355,3496,1896,1846,1016,559,509,459,253,112
AveragePlayer,7500,0.1,0.9,Flush,750,413,214,118,68,18,0,0,0,0
AveragePlayer,7500,0.1,0.9,Flush,7450,4070,2239,1232,678,628,346,191,141,91
AveragePlayer,7500,0.1,0.9,Full house,4080,2231,2181,1200,660,610,336,0,0,0
AveragePlayer,7500,0.1,0.9,Full house,696,383,211,161,111,61,61,36,36,36
AveragePlayer,7500,0.1,0.9,Full house,4125,2269,1248,687,637,351,301,166,0,0
AveragePlayer,7500,0.1,0.9,Four-of-a-Kind,7450,2914,2864,2814,2764,2714,2664,2614,2564,2514
AveragePlayer,7500,0.1,0.9,Four-of-a-Kind,7450,4073,4023,349,299,249,199,149,99,49
AveragePlayer,7500,0.1,0.9,Four-of-a-Kind,7450,7400,5882,5832,5782,5732,5682,5632,5582,3071
AveragePlayer,7500,0.1,0.9,Straight flush,7450,7400,7020,5728,5678,5526,5476,5426,5376,4743
AveragePlayer,7500,0.1,0.9,Straight flush,7450,7400,7350,7300,7250,4396,2311,1272,700,650
AveragePlayer,7500,0.1,0.9,Straight flush,7450,7400,7350,7300,1137,1087,1037,987,937,887
AveragePlayer,7500,0.5,0.1,High card,2940,2793,2235,2124,1700,1360,1310,694,612,562
AveragePlayer,7500,0.5,0.1,High card,14365,46093,48492,50990,53614,53689,53764,53839,53914,53939
AveragePlayer,7500,0.5,0.1,High card,4065,3862,3090,2472,1651,1545,1236,140,90,40
AveragePlayer,7500,0.5,0.1,One pair,5225,3085,909,839,774,724,654,604,554,484
AveragePlayer,7500,0.5,0.1,One pair,19420,27849,27874,27949,25155,30301,18156,14525,26295,39097
AveragePlayer,7500,0.5,0.1,One pair,4125,995,945,895,680,476,261,141,91,41
AveragePlayer,7500,0.5,0.1,Two pair,21100,50715,50765,50815,50890,50940,51015,51090,51165,51240
AveragePlayer,7500,0.5,0.1,Two pair,4500,3600,2880,2304,1844,1752,1402,1332,1266,1216
AveragePlayer,7500,0.5,0.1,Two pair,2975,2525,1980,1881,1787,1698,1359,1292,1242,1180
AveragePlayer,7500,0.5,0.1,Three-of-a-Kind,4450,2670,2096,1677,1594,1276,1213,1163,1113,1058
AveragePlayer,7500,0.5,0.1,Three-of-a-Kind,3000,2400,1920,1536,1229,1121,1042,992,919,849
AveragePlayer,7500,0.5,0.1,Three-of-a-Kind,4475,1722,1636,1531,1225,1164,1114,1059,828,763
AveragePlayer,7500,0.5,0.1,Straight,3000,2400,2257,1806,1692,1314,1201,1151,1101,1051
AveragePlayer,7500,0.5,0.1,Straight,6333,2535,1988,1889,607,553,483,413,343,293
AveragePlayer,7500,0.5,0.1,Straight,5955,2322,1858,1742,202,152,102,52,27,27
AveragePlayer,7500,0.5,0.1,Flush,2940,2793,2654,2604,2554,2427,943,873,823,147
AveragePlayer,7500,0.5,0.1,Flush,6375,2550,2040,1612,1290,1240,211,211,161,111
AveragePlayer,7500,0.5,0.1,Flush,5200,214,164,114,64,64,39,39,14,14
AveragePlayer,7500,0.5,0.1,Full house,7125,5655,5605,5091,1763,1411,1361,1311,1261,1211
AveragePlayer,7500,0.5,0.1,Full house,7450,1466,1393,1343,1293,1243,1193,1143,1093,1043
AveragePlayer,7500,0.5,0.1,Full house,21150,19995,36719,34364,41356,37300,29770,25978,15538,15488
AveragePlayer,7500,0.5,0.1,Four-of-a-Kind,5250,2110,812,724,674,624,574,524,454,404
AveragePlayer,7500,0.5,0.1,Four-of-a-Kind,6308,6258,6208,5898,5604,5554,1470,1420,1370,1320
AveragePlayer,7500,0.5,0.1,Four-of-a-Kind,7125,6769,309,259,259,259,209,209,159,109
AveragePlayer,7500,0.5,0.1,Straight flush,7450,6669,6619,584,534,484,434,384,334,284
AveragePlayer,7500,0.5,0.1,Straight flush,7450,2257,727,677,627,577,527,477,427,377
AveragePlayer,7500,0.5,0.1,Straight flush,3000,1140,1090,1040,990,940,890,840,790,740
AveragePlayer,7500,0.5,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,High card,1815,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,High card,23056,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,One pair,1701,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,One pair,3624,906,680,492,369,277,227,152,102,52
AveragePlayer,7500,0.5,0.5,One pair,22575,22650,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Two pair,3750,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Two pair,30100,30175,30250,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Three-of-a-Kind,3725,932,699,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Straight,1875,1407,1056,792,594,446,0,0,0,0
AveragePlayer,7500,0.5,0.5,Straight,3676,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Flush,1815,1765,1715,1287,1237,1187,891,669,0,0
AveragePlayer,7500,0.5,0.5,Flush,1875,1388,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Full house,5625,4219,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,7500,0.5,0.5,Full house,5605,0,0,0,0,0,0,0,0,0
