Typ gracza,Pieniądze na wstępie,Lekkomyślność,Rozrzutność,Minimalna oczekiwana ręka,Wynik_pieniężny_gra_1,Wynik_pieniężny_gra_2,Wynik_pieniężny_gra_3,Wynik_pieniężny_gra_4,Wynik_pieniężny_gra_5,Wynik_pieniężny_gra_6,Wynik_pieniężny_gra_7,Wynik_pieniężny_gra_8,Wynik_pieniężny_gra_9,Wynik_pieniężny_gra_10
AveragePlayer,10000,0.9,0.1,One pair,4000,3200,2560,2048,1639,1312,1199,1140,1036,985
AveragePlayer,10000,0.9,0.1,Two pair,36285,58131,58206,58231,58306,58381,58456,58531,70365,70440
AveragePlayer,10000,0.9,0.1,Two pair,32320,51897,51972,52047,52122,52197,47059,56545,67904,67929
AveragePlayer,10000,0.9,0.1,Two pair,4000,3200,2520,2394,1916,1821,1730,1384,1292,1242
AveragePlayer,10000,0.9,0.1,Three-of-a-Kind,5975,2270,1816,1413,1343,1276,1213,1153,1096,507
AveragePlayer,10000,0.9,0.1,Three-of-a-Kind,4000,3200,2560,2008,1587,1270,1220,1159,1054,1002
AveragePlayer,10000,0.9,0.1,Three-of-a-Kind,6000,4800,3840,3072,2418,1935,1548,1239,1178,1120
AveragePlayer,10000,0.9,0.1,Straight,3940,3112,2450,1960,1568,1215,1155,1098,1048,996
AveragePlayer,10000,0.9,0.1,Straight,4000,3200,3040,2432,1906,1525,1220,1159,1109,1054
AveragePlayer,10000,0.9,0.1,Straight,3940,3152,2522,1978,1583,1267,1157,1100,1045,993
AveragePlayer,10000,0.9,0.1,Flush,3880,3104,3054,2902,2302,1308,1219,1111,1008,938
AveragePlayer,10000,0.9,0.1,Flush,28255,26843,37980,34182,25005,48585,68149,68224,75121,75146
AveragePlayer,10000,0.9,0.1,Flush,34075,28966,26045,52290,62823,62873,62948,63023,63098,72635
AveragePlayer,10000,0.9,0.1,Full house,3990,3767,3555,2844,2276,2226,2115,2010,1910,1508
AveragePlayer,10000,0.9,0.1,Full house,32100,48450,48525,45880,55181,46904,55033,60610,51460,30826
AveragePlayer,10000,0.9,0.1,Full house,3940,3743,3556,3379,3211,3051,2441,2319,1816,1702
AveragePlayer,10000,0.9,0.1,Four-of-a-Kind,5440,1143,1093,1043,993,943,893,843,613,417
AveragePlayer,10000,0.9,0.1,Four-of-a-Kind,3950,3753,3703,3518,3343,3176,3018,2820,2679,2522
AveragePlayer,10000,0.9,0.1,Four-of-a-Kind,5377,5327,2723,1705,1620,1539,1463,1413,1363,1313
AveragePlayer,10000,0.9,0.1,Straight flush,8500,4675,4394,4175,3967,3769,3581,3531,3355,3188
AveragePlayer,10000,0.9,0.1,Straight flush,6975,1905,1810,1720,235,185,135,85,35,35
AveragePlayer,10000,0.9,0.1,Straight flush,8500,1900,1805,1715,1606,1526,1450,1400,1350,1300
AveragePlayer,10000,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Flush,2500,1875,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Four-of-a-Kind,2500,1857,1393,1045,784,551,376,282,232,182
AveragePlayer,10000,0.9,0.5,Four-of-a-Kind,2500,1875,1407,1037,778,584,438,329,247,197
AveragePlayer,10000,0.9,0.5,Four-of-a-Kind,6916,2622,1967,1476,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.5,Straight flush,2446,1835,1377,996,747,542,407,357,307,231
AveragePlayer,10000,0.9,0.5,Straight flush,4960,3702,3652,3602,2702,2027,1483,1433,1056,755
AveragePlayer,10000,0.9,0.5,Straight flush,2389,1792,1307,962,722,542,407,357,268,218
AveragePlayer,10000,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,High card,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,One pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Two pair,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Two pair,1000,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Three-of-a-Kind,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Straight,960,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Straight,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Flush,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Flush,960,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Flush,5500,3025,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Full house,975,537,296,163,113,63,13,0,0,0
AveragePlayer,10000,0.9,0.9,Full house,1000,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Full house,0,0,0,0,0,0,0,0,0,0
AveragePlayer,10000,0.9,0.9,Four-of-a-Kind,974,536,268,218,120,70,20,20,20,20
AveragePlayer,10000,0.9,0.9,Four-of-a-Kind,974,509,280,154,104,54,4,4,4,4
AveragePlayer,10000,0.9,0.9,Four-of-a-Kind,5450,521,287,158,108,58,8,8,8,8
AveragePlayer,10000,0.9,0.9,Straight flush,960,528,291,161,111,61,11,11,0,0
AveragePlayer,10000,0.9,0.9,Straight flush,5254,498,274,124,74,24,24,24,0,0
AveragePlayer,10000,0.9,0.9,Straight flush,1000,550,303,167,117,67,17,17,17,17
